0, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1, -9.99760e+00, -9.99952e+00, -9.99980e+00, -9.99987e+00, -9.99989e+00, -9.99986e+00, -9.99982e+00, -9.99965e+00, -9.99904e+00, -9.98775e+00, -4.41711e+00, -9.99952e+00, -9.99986e+00, -9.99992e+00, -9.99994e+00, -9.99995e+00, -9.99995e+00, -9.99993e+00, -9.99990e+00, -9.99982e+00, -9.99941e+00, -9.98897e+00, -9.99980e+00, -9.99992e+00, -9.99992e+00, -9.99981e+00, -9.99887e+00, -9.99988e+00, -9.99992e+00, -9.99990e+00, -9.99988e+00, -9.99977e+00, -9.99874e+00, -9.99987e+00, -9.99994e+00, -9.99982e+00, 9.99995e+00, 9.99997e+00, 9.99996e+00, 9.99969e+00, -9.99977e+00, -9.99964e+00, -9.99975e+00, -9.99929e+00, -9.99989e+00, -9.99995e+00, -9.99923e+00, 9.99997e+00, 9.99999e+00, 9.99998e+00, 9.99995e+00, -9.99882e+00, -9.99932e+00, -9.99956e+00, -9.99931e+00, -9.99986e+00, -9.99995e+00, -9.99989e+00, 9.99997e+00, 9.99998e+00, 9.99998e+00, 9.99997e+00, -9.99870e+00, -9.99985e+00, -9.99977e+00, -9.99930e+00, -9.99982e+00, -9.99994e+00, -9.99994e+00, 9.99981e+00, 9.99997e+00, 9.99997e+00, 9.99993e+00, -9.99979e+00, -9.99989e+00, -9.99982e+00, -9.99931e+00, -9.99966e+00, -9.99992e+00, -9.99994e+00, -9.99993e+00, -9.99983e+00, -9.99952e+00, -9.99990e+00, -9.99992e+00, -9.99988e+00, -9.99975e+00, -9.99908e+00, -9.99881e+00, -9.99983e+00, -9.99992e+00, -9.99993e+00, -9.99994e+00, -9.99994e+00, -9.99994e+00, -9.99991e+00, -9.99980e+00, -9.99942e+00, -9.99812e+00, -9.85088e+00, -9.99920e+00, -9.99978e+00, -9.99986e+00, -9.99989e+00, -9.99990e+00, -9.99985e+00, -9.99963e+00, -9.99577e+00, 9.98278e+00, -9.98817e+00, 3.67621e+00, -9.86219e+00, -9.99772e+00, -9.99918e+00, -9.99947e+00, -9.99939e+00, -9.99022e+00, 9.99883e+00, 9.99877e+00, 9.99726e+00, 9.97746e+00
2, -1.88269e+01, -1.83481e+01, -1.80287e+01, -1.78056e+01, -1.78073e+01, -1.79248e+01, -1.86240e+01, -1.94017e+01, -1.99510e+01, -3.34336e+00, -1.18582e+01, -1.82318e+01, -1.72427e+01, -1.67300e+01, -1.64361e+01, -1.63663e+01, -1.63061e+01, -1.67928e+01, -1.87650e+01, -1.95285e+01, -1.99860e+01, -3.46405e+00, -1.78698e+01, -1.67520e+01, -1.59335e+01, -1.05453e+01, -4.29032e+00, -1.24662e+01, -1.11734e+01, -1.23516e+01, -1.91981e+01, -1.99288e+01, -2.00041e+01, -1.76568e+01, -1.64917e+01, -1.10685e+01, 1.24377e+01, 1.35105e+01, 1.05259e+01, 5.69659e+00, -5.34900e+00, -1.13135e+01, -1.97402e+01, -1.99818e+01, -1.77310e+01, -1.64298e+01, -5.30443e+00, 1.34943e+01, 1.96548e+01, 1.78203e+01, 9.37604e+00, -3.41713e+00, -5.11291e+00, -2.00110e+01, -1.99255e+01, -1.77983e+01, -1.64402e+01, -1.27957e+01, 1.10864e+01, 1.77991e+01, 1.96171e+01, 1.33122e+01, -3.40838e+00, -1.25985e+01, -1.92407e+01, -1.99471e+01, -1.82812e+01, -1.71985e+01, -1.27508e+01, 7.41148e+00, 1.09110e+01, 1.33136e+01, 1.14929e+01, -8.78666e+00, -1.38926e+01, -1.89911e+01, -2.00061e+01, -1.83786e+01, -1.86875e+01, -1.74852e+01, -1.45501e+01, -1.85225e+01, -2.00126e+01, -1.61095e+01, -1.46975e+01, -1.43464e+01, -1.99036e+01, -1.99285e+01, -9.35473e+00, -1.79367e+01, -1.90356e+01, -1.83815e+01, -1.78091e+01, -1.86556e+01, -1.79250e+01, -1.41096e+01, -1.25898e+01, -1.18209e+01, -1.86029e+01, -2.42618e+00, -6.62070e+00, -1.45975e+01, -1.66405e+01, -1.56417e+01, -1.32889e+01, -1.02555e+01, -6.54651e+00, -2.80875e+00, 2.57785e+00, -2.64278e+00, -3.76484e+00, -2.43838e+00, -4.37863e+00, -7.46393e+00, -9.51201e+00, -7.48299e+00, -2.65738e+00, 3.55205e+00, 4.30261e+00, 8.93216e+00, 2.62162e+00
3, -2.28896e+01, -2.43624e+01, -2.39891e+01, -2.36810e+01, -2.36821e+01, -2.39005e+01, -2.49506e+01, -2.62328e+01, -1.88141e+01, -9.18372e+00, -9.84838e+00, -2.42660e+01, -2.30190e+01, -2.19816e+01, -2.11062e+01, -2.06702e+01, -2.10743e+01, -2.18824e+01, -2.44282e+01, -2.51277e+01, -2.02583e+01, -9.32248e+00, -2.37641e+01, -2.19955e+01, -1.96823e+01, -8.27885e+00, -3.02731e+00, -1.14872e+01, -1.14964e+01, -1.46205e+01, -2.35472e+01, -2.62235e+01, -1.82182e+01, -2.34559e+01, -2.12235e+01, -9.10947e+00, 1.26667e+01, 1.51980e+01, 9.60606e+00, 3.03259e-01, -1.66099e+00, -1.35538e+01, -2.48915e+01, -2.78078e+01, -2.35493e+01, -2.08458e+01, -3.91520e+00, 1.52531e+01, 2.81926e+01, 2.31230e+01, 7.76219e+00, 2.91822e+00, -6.78756e+00, -2.21226e+01, -2.76639e+01, -2.37014e+01, -2.12929e+01, -1.22170e+01, 1.07576e+01, 2.33785e+01, 2.79364e+01, 1.43650e+01, 1.63052e+00, -1.32468e+01, -2.51218e+01, -2.73381e+01, -2.45853e+01, -2.23632e+01, -1.41467e+01, 2.49376e+00, 1.01946e+01, 1.40699e+01, 1.06725e+01, -5.65896e+00, -1.67773e+01, -2.53984e+01, -2.71763e+01, -2.48824e+01, -2.53317e+01, -2.21508e+01, -1.71340e+01, -1.95661e+01, -1.79328e+01, -1.78114e+01, -1.77282e+01, -2.02771e+01, -2.47899e+01, -2.69814e+01, -1.44345e+01, -2.12174e+01, -2.49573e+01, -2.35370e+01, -2.28389e+01, -2.39244e+01, -2.13269e+01, -1.32284e+01, -1.27145e+01, -1.82246e+01, -1.77652e+01, -1.22402e+00, -7.91930e+00, -1.60679e+01, -2.20725e+01, -1.91687e+01, -1.34650e+01, -7.23324e+00, 2.40626e-01, 5.64317e+00, -5.53536e+00, 9.52471e-01, -8.87268e+00, 9.00507e-04, -6.35974e+00, -1.03320e+01, -1.20695e+01, -6.41579e+00, 2.66927e+00, -4.06836e+00, 4.15560e+00, 3.56623e+00, -3.45344e+00
4, -2.93379e+01, -2.77372e+01, -2.84846e+01, -2.82045e+01, -2.81838e+01, -2.85331e+01, -2.96217e+01, -2.92567e+01, -2.12049e+01, -1.59533e+01, -7.65349e+00, -2.76911e+01, -2.78245e+01, -2.62733e+01, -2.43148e+01, -2.34860e+01, -2.46752e+01, -2.56806e+01, -2.77072e+01, -2.94030e+01, -1.82643e+01, -1.59779e+01, -2.82828e+01, -2.62707e+01, -2.13355e+01, -6.17383e+00, -5.07970e+00, -9.12407e+00, -1.18675e+01, -1.66589e+01, -2.43619e+01, -3.01529e+01, -2.07481e+01, -2.79733e+01, -2.45249e+01, -7.01376e+00, 1.17157e+01, 1.61551e+01, 8.33182e+00, -4.41203e+00, -4.94887e-02, -1.60524e+01, -2.73020e+01, -2.96966e+01, -2.80266e+01, -2.37940e+01, -5.83942e+00, 1.62376e+01, 3.54136e+01, 2.70542e+01, 6.54943e+00, 6.29703e+00, -1.05808e+01, -2.29470e+01, -3.16044e+01, -2.83276e+01, -2.49916e+01, -1.02115e+01, 9.91954e+00, 2.76287e+01, 3.48263e+01, 1.47662e+01, 4.12315e+00, -1.30174e+01, -2.73721e+01, -3.25438e+01, -2.95380e+01, -2.62451e+01, -1.51577e+01, -3.42878e+00, 8.91249e+00, 1.38048e+01, 8.47223e+00, -3.15081e+00, -1.88872e+01, -2.92979e+01, -3.22363e+01, -2.88080e+01, -2.97866e+01, -2.48753e+01, -1.88325e+01, -1.73932e+01, -1.31793e+01, -1.66690e+01, -1.84999e+01, -2.42038e+01, -2.72974e+01, -2.71170e+01, -2.01789e+01, -2.25534e+01, -2.68253e+01, -2.57065e+01, -2.56343e+01, -2.56600e+01, -2.18054e+01, -1.18463e+01, -1.18907e+01, -2.07143e+01, -1.52397e+01, -5.59526e+00, -1.18371e+01, -1.43582e+01, -2.02074e+01, -1.85797e+01, -1.19415e+01, -3.27651e+00, 3.04013e+00, 6.40273e+00, -1.09891e+01, -2.96772e-01, -9.45404e+00, -3.95704e+00, -1.11558e+01, -1.36170e+01, -1.22444e+01, -5.52579e+00, 3.46363e+00, -8.07697e+00, 5.46969e-01, -3.24561e+00, -5.06771e+00
5, -3.01299e+01, -3.15094e+01, -3.16841e+01, -3.15881e+01, -3.15363e+01, -3.20590e+01, -3.26760e+01, -3.00708e+01, -2.62028e+01, -2.11778e+01, -9.74536e+00, -3.14846e+01, -3.14437e+01, -2.96649e+01, -2.62584e+01, -2.53095e+01, -2.71794e+01, -2.83521e+01, -2.95909e+01, -3.03875e+01, -2.16111e+01, -2.09976e+01, -3.15623e+01, -2.96530e+01, -2.13250e+01, -6.18795e+00, -7.32129e+00, -6.93864e+00, -1.26346e+01, -1.81581e+01, -2.40610e+01, -2.97768e+01, -2.59902e+01, -3.14255e+01, -2.65695e+01, -6.73880e+00, 9.93715e+00, 1.66317e+01, 7.11799e+00, -6.56453e+00, -7.09780e-01, -1.76521e+01, -2.77021e+01, -2.90613e+01, -3.13955e+01, -2.57442e+01, -7.93557e+00, 1.67281e+01, 4.10908e+01, 3.00750e+01, 5.93493e+00, 6.15178e+00, -1.42000e+01, -2.46719e+01, -3.17332e+01, -3.19392e+01, -2.76232e+01, -8.22618e+00, 8.96649e+00, 3.09464e+01, 4.01426e+01, 1.49948e+01, 4.44437e+00, -1.29028e+01, -2.73229e+01, -3.44478e+01, -3.31514e+01, -2.92189e+01, -1.62327e+01, -8.71243e+00, 7.45036e+00, 1.31374e+01, 5.57035e+00, -2.50700e+00, -2.01131e+01, -3.08277e+01, -3.32900e+01, -3.11232e+01, -3.26986e+01, -2.65454e+01, -1.98241e+01, -1.36047e+01, -8.33072e+00, -1.42671e+01, -1.74326e+01, -2.54757e+01, -2.81976e+01, -2.51992e+01, -2.34932e+01, -2.32743e+01, -2.68433e+01, -2.52472e+01, -2.57072e+01, -2.47623e+01, -2.09213e+01, -1.11561e+01, -1.09638e+01, -1.97979e+01, -1.36356e+01, -1.17406e+01, -1.49851e+01, -1.08482e+01, -1.61995e+01, -1.55879e+01, -9.40656e+00, -1.48738e-01, 1.51948e+00, 3.41070e+00, -1.34905e+01, -4.10787e+00, -8.39819e+00, -9.83293e+00, -1.62231e+01, -1.55729e+01, -1.15112e+01, -4.78146e+00, 1.41148e+00, -8.48075e+00, -4.50270e+00, -1.03005e+01, -4.92246e+00
6, -3.31601e+01, -3.42489e+01, -3.40433e+01, -3.38974e+01, -3.38636e+01, -3.45231e+01, -3.41442e+01, -3.05467e+01, -3.17030e+01, -2.56021e+01, -1.45501e+01, -3.42239e+01, -3.41254e+01, -3.20098e+01, -2.72593e+01, -2.64791e+01, -2.86465e+01, -3.00019e+01, -3.02097e+01, -2.90985e+01, -2.65555e+01, -2.52272e+01, -3.40179e+01, -3.20132e+01, -2.04567e+01, -8.28537e+00, -8.02966e+00, -6.10025e+00, -1.37901e+01, -1.90035e+01, -2.34122e+01, -2.73466e+01, -3.13394e+01, -3.38603e+01, -2.76494e+01, -8.48711e+00, 7.72918e+00, 1.67087e+01, 6.16813e+00, -6.25161e+00, -3.15618e+00, -1.80303e+01, -2.64285e+01, -2.81922e+01, -3.37947e+01, -2.70120e+01, -8.34009e+00, 1.68329e+01, 4.53020e+01, 3.23330e+01, 5.95277e+00, 3.44455e+00, -1.63250e+01, -2.65976e+01, -3.00358e+01, -3.46210e+01, -2.92536e+01, -7.31462e+00, 8.03411e+00, 3.35006e+01, 4.39215e+01, 1.51140e+01, 3.23347e+00, -1.34236e+01, -2.63263e+01, -3.28934e+01, -3.52635e+01, -3.14156e+01, -1.75414e+01, -1.21548e+01, 6.01266e+00, 1.23946e+01, 2.59115e+00, -3.80048e+00, -2.03845e+01, -3.02506e+01, -3.14041e+01, -3.19791e+01, -3.38894e+01, -2.74151e+01, -2.01692e+01, -9.59324e+00, -4.96918e+00, -1.13931e+01, -1.54291e+01, -2.45175e+01, -2.73691e+01, -2.34998e+01, -2.32436e+01, -2.43170e+01, -2.55149e+01, -2.32291e+01, -2.34980e+01, -2.24847e+01, -1.88662e+01, -1.04879e+01, -1.05738e+01, -1.72750e+01, -1.38587e+01, -1.76199e+01, -1.26525e+01, -1.14363e+01, -1.15701e+01, -1.15418e+01, -7.44598e+00, -7.69525e-01, -1.94586e+00, -7.53385e-01, -1.39913e+01, -8.94889e+00, -8.17462e+00, -1.57996e+01, -1.67260e+01, -1.68493e+01, -1.08969e+01, -4.58646e+00, -2.00815e+00, -6.91475e+00, -9.02443e+00, -1.34543e+01, -5.72587e+00
7, -3.73867e+01, -3.60947e+01, -3.57686e+01, -3.51964e+01, -3.52580e+01, -3.58759e+01, -3.43736e+01, -3.19452e+01, -3.42810e+01, -2.90714e+01, -2.08029e+01, -3.60833e+01, -3.59794e+01, -3.32112e+01, -2.76949e+01, -2.71463e+01, -2.92102e+01, -3.07158e+01, -2.98906e+01, -2.74853e+01, -3.10262e+01, -2.85997e+01, -3.58268e+01, -3.32550e+01, -1.96339e+01, -1.14597e+01, -7.34997e+00, -6.83587e+00, -1.51058e+01, -1.93309e+01, -2.28229e+01, -2.50239e+01, -3.30883e+01, -3.53188e+01, -2.81192e+01, -1.13670e+01, 5.30802e+00, 1.64580e+01, 5.58854e+00, -4.50211e+00, -6.65994e+00, -1.76987e+01, -2.45395e+01, -2.83086e+01, -3.53272e+01, -2.77416e+01, -7.47002e+00, 1.66381e+01, 4.81910e+01, 3.39306e+01, 6.48909e+00, -6.82421e-01, -1.69027e+01, -2.68888e+01, -2.79644e+01, -3.63263e+01, -3.00174e+01, -7.83387e+00, 7.20022e+00, 3.53774e+01, 4.63241e+01, 1.51209e+01, 8.71187e-01, -1.45357e+01, -2.51495e+01, -2.92507e+01, -3.60172e+01, -3.28415e+01, -1.90674e+01, -1.34198e+01, 4.75743e+00, 1.17125e+01, 5.20778e-02, -6.31741e+00, -1.98122e+01, -2.79983e+01, -2.79561e+01, -3.13441e+01, -3.34952e+01, -2.74324e+01, -2.00341e+01, -6.62272e+00, -3.39924e+00, -8.59572e+00, -1.31331e+01, -2.20380e+01, -2.49134e+01, -2.27321e+01, -2.27583e+01, -2.39205e+01, -2.30746e+01, -2.05117e+01, -2.03219e+01, -1.95399e+01, -1.59092e+01, -9.32259e+00, -1.12827e+01, -1.46220e+01, -1.54435e+01, -2.09778e+01, -9.04370e+00, -1.28558e+01, -9.03958e+00, -8.68796e+00, -6.87751e+00, -3.74721e+00, -5.38106e+00, -5.19873e+00, -1.34074e+01, -1.37159e+01, -1.03112e+01, -1.94554e+01, -1.46144e+01, -1.48188e+01, -1.01385e+01, -5.12547e+00, -5.60292e+00, -4.60496e+00, -1.15123e+01, -1.31357e+01, -8.37072e+00
8, -3.89155e+01, -3.80176e+01, -3.68296e+01, -3.56153e+01, -3.57932e+01, -3.61021e+01, -3.39524e+01, -3.37614e+01, -3.39021e+01, -3.20160e+01, -2.77516e+01, -3.80473e+01, -3.69871e+01, -3.33538e+01, -2.78876e+01, -2.73496e+01, -2.90652e+01, -3.05926e+01, -2.89306e+01, -2.68857e+01, -3.32789e+01, -3.14794e+01, -3.69528e+01, -3.34607e+01, -1.95763e+01, -1.45586e+01, -6.66519e+00, -8.74380e+00, -1.63161e+01, -1.94090e+01, -2.21674e+01, -2.41511e+01, -3.17981e+01, -3.59046e+01, -2.82951e+01, -1.43098e+01, 2.80455e+00, 1.59603e+01, 5.42579e+00, -2.39403e+00, -1.05200e+01, -1.74321e+01, -2.28415e+01, -2.85860e+01, -3.60692e+01, -2.79739e+01, -6.78527e+00, 1.62118e+01, 4.98989e+01, 3.49641e+01, 7.40970e+00, -5.31074e+00, -1.65457e+01, -2.50137e+01, -2.62734e+01, -3.69880e+01, -3.01047e+01, -9.50555e+00, 6.49913e+00, 3.66299e+01, 4.75048e+01, 1.49763e+01, -2.28126e+00, -1.58228e+01, -2.38447e+01, -2.47605e+01, -3.56679e+01, -3.34640e+01, -2.06545e+01, -1.28869e+01, 3.80580e+00, 1.11485e+01, -1.73174e+00, -9.17497e+00, -1.86292e+01, -2.45796e+01, -2.40225e+01, -2.98137e+01, -3.18941e+01, -2.63993e+01, -1.92107e+01, -5.31420e+00, -3.21801e+00, -6.58506e+00, -1.09003e+01, -1.86506e+01, -2.13743e+01, -2.21145e+01, -2.31691e+01, -2.13778e+01, -2.03313e+01, -1.75467e+01, -1.70481e+01, -1.62703e+01, -1.27837e+01, -8.20452e+00, -1.20187e+01, -1.30233e+01, -1.75873e+01, -2.14107e+01, -7.17886e+00, -1.38531e+01, -9.09572e+00, -8.77534e+00, -7.07388e+00, -7.09798e+00, -7.73701e+00, -9.29071e+00, -1.23841e+01, -1.75777e+01, -1.42970e+01, -1.98811e+01, -1.21647e+01, -1.14402e+01, -1.08196e+01, -7.56890e+00, -7.70894e+00, -2.57483e+00, -1.14327e+01, -1.14235e+01, -1.22598e+01
9, -3.89898e+01, -3.92417e+01, -3.72095e+01, -3.53414e+01, -3.55331e+01, -3.53135e+01, -3.33893e+01, -3.43922e+01, -3.21667e+01, -3.45170e+01, -3.46992e+01, -3.93160e+01, -3.72999e+01, -3.27101e+01, -2.80212e+01, -2.71162e+01, -2.84188e+01, -2.97661e+01, -2.77429e+01, -2.73956e+01, -3.32987e+01, -3.38680e+01, -3.73954e+01, -3.28822e+01, -2.05561e+01, -1.66554e+01, -7.23630e+00, -1.11847e+01, -1.71931e+01, -1.94971e+01, -2.15243e+01, -2.46686e+01, -2.91455e+01, -3.57757e+01, -2.83761e+01, -1.64094e+01, 3.16084e-01, 1.52748e+01, 5.65278e+00, -9.09231e-01, -1.40778e+01, -1.77242e+01, -2.18602e+01, -2.76111e+01, -3.60705e+01, -2.77518e+01, -7.52306e+00, 1.55955e+01, 5.05509e+01, 3.55117e+01, 8.53783e+00, -9.50418e+00, -1.59496e+01, -2.18456e+01, -2.46627e+01, -3.66129e+01, -2.97168e+01, -1.18165e+01, 5.95817e+00, 3.73003e+01, 4.76356e+01, 1.46345e+01, -5.73111e+00, -1.67690e+01, -2.19860e+01, -2.07452e+01, -3.44866e+01, -3.32632e+01, -2.20465e+01, -1.11881e+01, 3.23061e+00, 1.06968e+01, -2.67902e+00, -1.14974e+01, -1.70836e+01, -2.05318e+01, -2.03853e+01, -2.82745e+01, -2.93834e+01, -2.45690e+01, -1.77880e+01, -5.84101e+00, -4.43610e+00, -6.53571e+00, -9.53185e+00, -1.48819e+01, -1.74442e+01, -2.06574e+01, -2.26319e+01, -1.73809e+01, -1.75797e+01, -1.44408e+01, -1.43688e+01, -1.39843e+01, -1.16883e+01, -8.42555e+00, -1.18081e+01, -1.26697e+01, -1.94784e+01, -1.98963e+01, -8.65032e+00, -1.21903e+01, -1.09628e+01, -1.04396e+01, -7.80858e+00, -9.76418e+00, -7.82084e+00, -1.21144e+01, -1.13622e+01, -2.01045e+01, -1.90915e+01, -1.80044e+01, -1.09320e+01, -8.54657e+00, -1.17370e+01, -8.66030e+00, -6.54562e+00, -5.13960e-01, -8.85364e+00, -9.89267e+00, -1.64019e+01
